# Pathway	A001_0_h_CD_1	A002_2XSw_0_h_C	A004_2XSw_0_h_C	A005_2XSw_0_h_CD	A006_2XSw_0_h_C	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	A_302	A_311	A_312	A_413	A_416	A_419	A_422	A_423	A_425	A_455	BM	BS	C1_A301_Stool_0h	C2_A304_stool	CR	CS	CU_fresh	Coded	DA_fresh	HP	HY_fresh	LDC1	LDC6	LDC7	NE	S3_309_0h	S5_363_0h	SH_002	SH_007	SH_011	SH_012	SH_013	SH_014	SH_015	SH_016	SH_017	SH_021	SH_022	SH_023	SH_024	SH_025	SH_028	SH_029	SH_031	SH_032	SH_033	SH_034	SH_038	SH_039	SH_042	SH_043	SH_044	SH_045	SH_047	SH_050	SH_051	SH_053	SH_054	SH_055	SH_057	SH_058	SH_059	SH_060	SH_061	SH_062	SH_063	SH_064	SH_065	SH_066	SH_068	SH_069	SH_070	SH_071	SH_072	SH_073	SH_077	SH_078	SH_079	SH_080	SH_082	SH_083	SH_084	SH_085	SH_086	SH_087	SH_089	SH_090	SH_091	SH_093	SH_094	SH_095	SH_096	SH_097	SH_099	SH_100	SH_102	SH_103	SH_104	SH_105	SH_106	SH_107	SH_108	SH_109	SH_110	SH_111	SH_112	SH_113	SH_114	SH_117	SH_118	SH_119	SH_122	SH_123	SH_124	SH_125	SH_127	SH_129	SH_133	SH_134	SH_136	SH_137	SH_138	SH_141	SH_142	SH_143	SH_144	SH_146	SH_148	SH_149	SH_150	SH_151	SH_152	SH_153	SH_154	SH_160	SH_162	SH_164	SH_166	SH_179	SH_181	SH_189	SH_191	SH_193	SH_194	SH_195	SH_198	SH_199	SH_200	SH_201	SH_203	SH_204	SH_205	SH_206	SH_207	SH_208	SH_209	SH_210	SH_211	SH_212	SH_214	SH_215	SH_216	SH_217	SH_227	SH_228	SH_230	SH_231	SH_232	SH_234	SH_235	SH_236	SH_237	SH_238	SH_239	SH_240	SH_241	SH_242	SH_243	SH_245	SH_247	SH_248	SH_250	SH_251	SH_252	SH_253	SH_500	SH_501	SH_502	SH_503
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	7.59285e-06	0	0	0.000182711	0	9.61165e-05	0.000202464	0.000140963	0.000200968	0	0	0	0	0	0	9.39219e-05	0	0	0	0	0	1.91758e-05	0	0	1.05854e-05	6.43156e-06	0	1.62058e-05	0	0	0.000336146	0.000105139	0	3.11808e-05	0	9.82861e-05	2.85655e-05	0	5.10347e-05	0	7.70157e-05	4.03881e-05	1.47697e-05	0	0.000262813	0	0	1.10474e-05	0.000211864	0	2.0929e-06	3.38982e-05	0	0	0.000124196	2.16019e-05	0	0.000122728	0	0.00010698	8.79032e-05	5.13661e-05	9.95101e-06	1.28138e-05	0.000907915	0	4.31502e-05	0	0.000130246	0	0	0.000441365	0	0	0	0	0	0.000299976	0	9.70156e-05	0	0.000364278	6.86237e-05	0	9.19542e-05	3.19738e-05	0	0	1.09177e-05	0	0	3.27822e-05	1.51172e-05	1.84345e-05	0	0	1.36731e-05	0.000240074	0	0	0	0	3.08064e-05	0	0.000453133	0.00101089	0	0	0	0.000100437	0	0	0	0.000177773	1.26142e-05	9.80495e-05	0.000219281	3.0412e-05	0	0	1.76988e-05	4.25147e-05	0.000470498	0	7.32842e-06	7.47226e-05	0.000166886	0	0.000150096	0.00402832	0	0.000207002	0.000107731	3.96225e-05	1.01334e-05	0	0.000205303	0.000134076	0.000101335	0	8.11526e-05	2.17948e-05	4.5712e-05	3.1373e-05	6.24276e-05	0.000109258	0	0	9.64385e-06	0	0	0	0	2.70124e-05	1.75391e-05	2.55854e-05	0.000214188	0.000742326	1.39499e-05	0.000272211	0	8.01715e-05	0.000122138	9.25254e-06	0.000225306	8.66061e-05	0	1.67027e-05	0	0.000311492	4.33322e-06	0	0	1.71363e-05	0.000198732	0	0	0	1.78865e-05	0	0	0.000131841	0	6.00981e-05	0	3.50211e-05	0	0.0002102	4.14381e-05	0.000179262	0	9.16782e-05	7.3068e-06	1.81264e-05	5.4323e-06	3.11791e-05	1.14298e-05
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	9.56911e-05	0	0	0.00165815	0.000164312	0.00153503	0.00219401	0.00125394	0.000470729	0	0	0	0	0	0	0.00097827	0	0	0	0	0	0.000368091	0	0	0	0	0	0.000136047	0	0.000295181	0.00146575	0.000175905	0	0.000158771	0	0.00123146	4.44046e-05	0	0.000329689	1.39716e-05	0.000361547	0.000303087	0.000148959	0	0.00225146	0	0	0.000352878	0.00220529	0	0	0.000215816	0	0	0.00159057	0.000832022	0	0.0010956	0	0.000469421	0.00102524	0.000321277	0.00019957	0.0002003	0.00319178	0	0.00033503	2.33124e-05	0.000516923	0	0.000292733	0.00195037	0	0	0	0	0	0.000551451	0	0.00115245	0	0.0011891	0.000561426	0	0.000265739	0.000234011	0	0	1.50132e-05	0	0	0.000206367	0.000457116	0.000491041	0	0	0.000173971	0.0010803	0	0	0	8.99515e-05	0.000636434	8.96855e-05	0.000979424	0	0	0.00011406	0	0	3.69973e-05	0	0	0.000804179	0.000202981	0.000760824	0.000498969	0.000491826	6.12791e-05	0	0.000114025	0.000164355	0.00176856	0	0	0.000256678	0.00155089	0	0.000347904	0	6.56772e-05	0.0023454	0.000571635	0.00025025	0	0	0.000721945	0.000695078	0.000737847	0.000135529	0.000479195	0.000118923	0.000436936	0.000125953	0	0.00148328	0	0	0.000305485	0	0	0	2.41168e-05	0	0	0	0.00248937	0.00202391	0.000440459	0	0	0	0.00111173	7.13312e-05	0.00177477	0.000154893	0	9.90866e-05	0	0.0017969	0	0	0	8.46867e-05	0.000310845	0	9.00407e-05	0	4.74271e-05	0	0	0.00134684	0	0.00122458	7.57507e-05	0.000131856	4.15457e-05	0.000455345	9.05682e-05	0.00112039	0	0.000178868	0	0	4.17689e-05	0.00109432	0.000167819
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0.000674428	0	0.000407872	0.00208724	0.000394018	0.00199523	0.00248651	0.00223308	0.000576795	0	0.000143756	0	0	0	0.000121466	0.00130295	0	0	0	0	2.09636e-05	0.000706452	2.53185e-05	4.81608e-05	0.000298363	5.29904e-05	0.000143323	0.000294461	0	0.001176	0.00189293	0.000808624	4.32324e-05	0.000332606	0.000539325	0.00210413	8.22435e-05	0	0.00072153	0.000584232	0.000512504	0.000893059	0.000493369	0	0.00259635	0.000323341	0.00138155	0.000793158	0.00276145	0.000120084	0.000184559	0.000423552	0	0	0.00225511	0.00130647	0.000286518	0.00136801	0.000476599	0.000638635	0.00184156	0.000966041	0.000339266	0.000491059	0.00359964	0	0.000668361	0.000682075	0.000693582	0	0.000998177	0.00220727	0	0.00145667	0	0	6.96416e-05	0.00129137	3.01439e-05	0.00206261	0	0.00143755	0.00105251	0.000306412	0.000464265	0.000418934	0	0	6.5142e-05	0	3.74264e-05	0.000375736	0.000598808	0.000491041	0.000761522	0.000221488	0.000275065	0.00174661	9.24367e-05	0.000507814	0	0.000432131	0.000974371	0.000165904	0.00113588	0	0.000480127	0.000431881	0	0.000256475	7.55221e-05	0	0	0.00110004	0.00029148	0.00131346	0.000948836	0.000746573	0.000100469	0	0.000622328	0.000314011	0.00219971	0	0	0.000352072	0.00177621	9.81581e-05	0.000573273	6.03527e-05	0.000101987	0.00262662	0.000743885	0.000758526	0.000421937	0.000376756	0.00092669	0.00115449	0.00148274	0.000204999	0.00121593	0.000243667	0.000997542	0.000388892	0.000126665	0.00205194	0.000109041	0	0.000433607	0.000176931	0	0	0.000186859	0.000164128	0.000173909	0.000307651	0.0030085	0.0024274	0.000460271	0	0	0.000186085	0.00170771	0.000177605	0.00192828	0.00065694	0	0.000798328	0.00045921	0.00205996	0.000249214	0.00017025	0	0.000287506	0.000865801	0.000214768	0.00017702	0.000131034	9.74377e-05	0.000116793	0	0.0016184	0	0.00186218	0.000138155	0.000589169	0.000791986	0.000821717	0.000854038	0.00138011	0	0.000525643	3.72166e-05	0	6.31066e-05	0.0017289	0.000445606
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	9.56911e-05	0	0	0.00165815	0.000217088	0.00153503	0.00219401	0.00125394	0.000470729	0	0.000115242	0	0	0	0.000117871	0.00097827	0	0	0	0	1.87323e-05	0.000368091	0	0	0.000206042	0	0.000131841	0.00028585	0	0.000295181	0.00150261	0.000290967	0	0.000158771	0.000519255	0.00123146	8.02504e-05	0	0.000329689	0.000572967	0.000361547	0.000837064	0.000454454	0	0.00225146	0.000309171	8.99623e-05	0.000352878	0.00220529	0.00011325	6.20339e-05	0.000215816	0	0	0.00159057	0.00125296	0.000225442	0.0010956	0.000119763	0.000469421	0.00102524	0.000321277	0.000306126	0.000467415	0.00319178	0	0.00033503	0.000251348	0.000547584	0	0.00087025	0.00195037	0	0.000920862	0	0	6.53201e-05	0.000551451	3.00881e-05	0.00115245	0	0.0011891	0.000867622	0	0.000265739	0.00032869	0	0	1.50132e-05	0	3.3126e-05	0.00027266	0.000457116	0.000491041	0.0007519	0.000174985	0.000174826	0.0010803	8.87337e-05	0.000431257	0	8.99515e-05	0.000930922	0.000158516	0.000979424	0	0.000219902	0.000380415	0	0.000248508	7.47491e-05	0	0	0.000804179	0.000202981	0.00126683	0.000498969	0.000609989	9.90621e-05	0	0.000255709	0.000298066	0.00176856	0	0	0.000256678	0.00155089	9.14565e-05	0.000347904	4.7904e-05	0.000101279	0.0024581	0.000571635	0.000272147	0.000331806	0	0.000721945	0.00111632	0.000737847	0.000176059	0.000479195	0.000241023	0.000967271	0.000379673	0.000113355	0.00148328	0.000103722	0	0.000331005	0	0	0	0.000182616	0.000161432	0	0	0.00248937	0.00202391	0.00101499	0	0	0.000182211	0.00111173	0.000148208	0.00177477	0.00062611	0	9.90866e-05	0.000228251	0.0017969	5.74981e-05	0.000163788	0	0.000276069	0.000784145	0	0.000163895	0.000123975	7.75728e-05	9.04448e-05	0	0.00134684	0	0.00122458	0.000122128	0.000131856	4.15457e-05	0.000732062	0.000519385	0.00133291	0	0.000503439	3.71842e-05	0	4.17689e-05	0.00157402	0.000336275
PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3294e-05	0	0	0	2.41164e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16176e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126665	0	0	0	0.000276122	0	0	0	0	0	0	0.000246934	0	0	0	0	0	0	0.00778491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62766e-05	0	0	0	0	0	0	0	1.56292e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55873e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.97728e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5896: superpathway of menaquinol-10 biosynthesis	0.000141704	0	0	0.00181667	0.000243125	0.00189561	0.00255588	0.00168225	0.000674297	0	0	0	0	0	0	0.0013679	0	0	0	0	0	0.000528646	0	0	0	0	0	0.000200019	0	0.000422852	0.00179255	0.000257848	0	0.000235963	0	0.00150339	6.64594e-05	0	0.000485139	2.09316e-05	0.000528263	0.000445068	0.000221123	0	0.00271562	0	0	0.000513741	0.0025311	0	0	0.000315319	0	0	0.00192868	0.00116974	0	0.00150627	0	0.000676271	0.00142605	0.000470455	0.000291178	0.000296557	0.00357538	0	0.000485605	3.49063e-05	0.000739621	0	0.000424935	0.00237591	0	0	0	0	0	0.000797904	0	0.00155386	0	0.0016105	0.000808585	0	0.000394342	0.000347466	0	0	2.24892e-05	0	0	0.00030138	0.000653115	0.000669668	0	0	0.000254561	0.00152664	0	0	0	0.000134217	0.000912603	0.000133465	0.00129394	0	0	0.000169502	0	0	5.51558e-05	0	0	0.00112701	0.000294829	0.00106981	0.000708772	0.000712647	9.15234e-05	0	0.000169867	0.000243226	0.00226841	0	0	0.000373944	0.00191261	0	0.000510149	0	9.81101e-05	0.00277711	0.000823744	0.000358519	0	0	0.00103835	0.000994644	0.00103054	0.000201698	0.00069802	0.00017654	0.000638601	0.000187384	0	0.0020187	0	0	0.000443601	0	0	0	3.6082e-05	0	0	0	0.00289037	0.00264888	0.000626297	0	0	0	0.0015241	0.000106055	0.00215126	0.000230633	0	0.000146184	0	0.00211723	0	0	0	0.000125887	0.000451222	0	0.00013349	0	7.08073e-05	0	0	0.0017418	0	0.0016641	0.00011309	0.000196278	6.21306e-05	0.000634766	0.000134556	0.00152545	0	0.000262949	0	0	6.23832e-05	0.00152433	0.000245258
PWY-5897: superpathway of menaquinol-11 biosynthesis	0.000863857	0	0.0005732	0.00214939	0.000531771	0.00222019	0.0027135	0.00287725	0.000768148	0	0.000191865	0	0	0	0.000158295	0.00172269	0	0	0	0	2.7588e-05	0.000898766	3.31633e-05	6.28224e-05	0.000403097	7.36481e-05	0.000187449	0.000384231	0	0.001755	0.00208154	0.00106862	5.72561e-05	0.000447747	0.00070711	0.00221977	0.000107941	0	0.000930732	0.000747601	0.000722511	0.0011401	0.00063751	0	0.00293917	0.000420537	0.00194488	0.00101215	0.00294138	0.000156603	0.000244679	0.000540209	0	0	0.00249983	0.00165524	0.000377542	0.00173432	0.000650073	0.000820495	0.00228566	0.00122699	0.000439981	0.000634381	0.0038605	0	0.000878635	0.000868985	0.000886944	0	0.00124404	0.00251819	0	0.00180371	0	0	9.13742e-05	0.00163251	3.95963e-05	0.00236143	0	0.00176922	0.00132902	0.000409403	0.000608378	0.000566836	0	0	8.52815e-05	0	4.90232e-05	0.000482562	0.000774319	0.000900664	0.000988544	0.000287138	0.000354835	0.00220063	0.000121668	0.000669361	0	0.000580138	0.00122894	0.000216249	0.00142424	0	0.000616531	0.000571619	0	0.000332598	9.87965e-05	0	0	0.00138615	0.000382391	0.001631	0.00117369	0.000963144	0.000131327	0	0.000799144	0.000406364	0.00258285	0	0	0.000459867	0.00205674	0.000130538	0.000774888	7.93979e-05	0.000133904	0.00302004	0.000977094	0.000931178	0.00054616	0.000515581	0.00120186	0.00146975	0.00179508	0.000268101	0.00154185	0.00031619	0.00133209	0.000504994	0.000168312	0.00254615	0.000141466	0	0.00057724	0.000241274	0	0	0.000242851	0.000214015	0.00022797	0.000414423	0.00324727	0.00287813	0.00124853	0	0	0.00024177	0.00208838	0.000233247	0.00223366	0.000851284	0	0.000988987	0.000586995	0.00228054	0.000328149	0.000221133	0	0.000371174	0.00107488	0.000278254	0.000232755	0.000172493	0.000128546	0.000151682	0	0.00198229	0	0.00222466	0.000180682	0.000780595	0.00100502	0.00101075	0.001076	0.0017448	0	0.000677065	4.8784e-05	0	8.4791e-05	0.00212947	0.000561772
PWY-5898: superpathway of menaquinol-12 biosynthesis	0.000863857	0	0.0005732	0.00214939	0.000531771	0.00222019	0.0027135	0.00287725	0.000768148	0	0.000191865	0	0	0	0.000158295	0.00172269	0	0	0	0	2.7588e-05	0.000898766	3.31633e-05	6.28224e-05	0.000403097	7.36481e-05	0.000187449	0.000384231	0	0.001755	0.00208154	0.00106862	5.72561e-05	0.000447747	0.00070711	0.00221977	0.000107941	0	0.000930732	0.000747601	0.000722511	0.0011401	0.00063751	0	0.00293917	0.000420537	0.00194488	0.00101215	0.00294138	0.000156603	0.000244679	0.000540209	0	0	0.00249983	0.00165524	0.000377542	0.00173432	0.000650073	0.000820495	0.00228566	0.00122699	0.000439981	0.000634381	0.0038605	0	0.000878635	0.000868985	0.000886944	0	0.00124404	0.00251819	0	0.00180371	0	0	9.13742e-05	0.00163251	3.95963e-05	0.00236143	0	0.00176922	0.00132902	0.000409403	0.000608378	0.000566836	0	0	8.52815e-05	0	4.90232e-05	0.000482562	0.000774319	0.000900664	0.000988544	0.000287138	0.000354835	0.00220063	0.000121668	0.000669361	0	0.000580138	0.00122894	0.000216249	0.00142424	0	0.000616531	0.000571619	0	0.000332598	9.87965e-05	0	0	0.00138615	0.000382391	0.001631	0.00117369	0.000963144	0.000131327	0	0.000799144	0.000406364	0.00258285	0	0	0.000459867	0.00205674	0.000130538	0.000774888	7.93979e-05	0.000133904	0.00302004	0.000977094	0.000931178	0.00054616	0.000515581	0.00120186	0.00146975	0.00179508	0.000268101	0.00154185	0.00031619	0.00133209	0.000504994	0.000168312	0.00254615	0.000141466	0	0.00057724	0.000241274	0	0	0.000242851	0.000214015	0.00022797	0.000414423	0.00324727	0.00287813	0.00124853	0	0	0.00024177	0.00208838	0.000233247	0.00223366	0.000851284	0	0.000988987	0.000586995	0.00228054	0.000328149	0.000221133	0	0.000371174	0.00107488	0.000278254	0.000232755	0.000172493	0.000128546	0.000151682	0	0.00198229	0	0.00222466	0.000180682	0.000780595	0.00100502	0.00101075	0.001076	0.0017448	0	0.000677065	4.8784e-05	0	8.4791e-05	0.00212947	0.000561772
PWY-5899: superpathway of menaquinol-13 biosynthesis	0.000863857	0	0.0005732	0.00214939	0.000531771	0.00222019	0.0027135	0.00287725	0.000768148	0	0.000191865	0	0	0	0.000158295	0.00172269	0	0	0	0	2.7588e-05	0.000898766	3.31633e-05	6.28224e-05	0.000403097	7.36481e-05	0.000187449	0.000384231	0	0.001755	0.00208154	0.00106862	5.72561e-05	0.000447747	0.00070711	0.00221977	0.000107941	0	0.000930732	0.000747601	0.000722511	0.0011401	0.00063751	0	0.00293917	0.000420537	0.00194488	0.00101215	0.00294138	0.000156603	0.000244679	0.000540209	0	0	0.00249983	0.00165524	0.000377542	0.00173432	0.000650073	0.000820495	0.00228566	0.00122699	0.000439981	0.000634381	0.0038605	0	0.000878635	0.000868985	0.000886944	0	0.00124404	0.00251819	0	0.00180371	0	0	9.13742e-05	0.00163251	3.95963e-05	0.00236143	0	0.00176922	0.00132902	0.000409403	0.000608378	0.000566836	0	0	8.52815e-05	0	4.90232e-05	0.000482562	0.000774319	0.000900664	0.000988544	0.000287138	0.000354835	0.00220063	0.000121668	0.000669361	0	0.000580138	0.00122894	0.000216249	0.00142424	0	0.000616531	0.000571619	0	0.000332598	9.87965e-05	0	0	0.00138615	0.000382391	0.001631	0.00117369	0.000963144	0.000131327	0	0.000799144	0.000406364	0.00258285	0	0	0.000459867	0.00205674	0.000130538	0.000774888	7.93979e-05	0.000133904	0.00302004	0.000977094	0.000931178	0.00054616	0.000515581	0.00120186	0.00146975	0.00179508	0.000268101	0.00154185	0.00031619	0.00133209	0.000504994	0.000168312	0.00254615	0.000141466	0	0.00057724	0.000241274	0	0	0.000242851	0.000214015	0.00022797	0.000414423	0.00324727	0.00287813	0.00124853	0	0	0.00024177	0.00208838	0.000233247	0.00223366	0.000851284	0	0.000988987	0.000586995	0.00228054	0.000328149	0.000221133	0	0.000371174	0.00107488	0.000278254	0.000232755	0.000172493	0.000128546	0.000151682	0	0.00198229	0	0.00222466	0.000180682	0.000780595	0.00100502	0.00101075	0.001076	0.0017448	0	0.000677065	4.8784e-05	0	8.4791e-05	0.00212947	0.000561772
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.000125566	0	0.000185516	0.000285658	0.000233351	0	7.53003e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116342	0	0	0	0.000645527	0	0	0	0	0	0	0.000289548	0	0	0	0	0	0	0	0	0	8.81977e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.06754e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000261664	0	0	0	0	0	0	0	0	0	4.39225e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.9042e-05	0	0	0	0	0	0	1.60308e-05	0	0	0	3.74498e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64295e-05	0	0	0	0	0	0	0	0	0	0	0	0.00011197	0	0	0	0	0	8.08267e-05	0	0	0	0	0	0	0	0.000167626	0	0	0	0	0	0	0	0	0	0	0	3.45073e-05	0	0	0	0	0	0	0	0	0
PWY-5913: partial TCA cycle (obligate autotrophs)	0.000476548	0.000318335	0.000628625	0.00275932	0.000520577	0.00210258	0.00424737	0.00114992	0.000600469	6.35003e-05	0.000441603	0.000208425	9.67936e-05	0	0.000675571	0.00184821	0.000917441	0.000289716	0.000140951	0.00114507	4.05002e-05	0.000711981	0.000453564	0.000418999	0.000901183	0.000379095	0.000906252	0.000964859	0.000542284	0.00033125	0.00317288	0.000972163	0.000918984	0.000168751	0.000297594	0.00401215	0.000849021	0.000799	0.000498458	0.000153153	0.00155337	0.000331973	0.000555836	0	0.00289629	0.000417454	0.000405018	0.000518864	0.00379872	0.00156389	0.000244367	0.000378326	0.000867237	0.00140397	0.00261317	0.000817887	0.00164561	0.00135146	0.000118787	0.000612996	0.00138182	0.000983033	0.000195488	0.000608467	0.00560845	0.000979411	0.000540016	0.00026938	0.000397396	8.27413e-05	0.0008189	0.00224283	0	0.000355082	0.000804807	0.00183269	3.17477e-05	0.000728238	8.63664e-05	0.00172233	0.000183814	0.00154232	0.00038609	0.000440829	0.00090274	0.00161351	0	0.000239765	0.000586401	0.000276308	0.00060742	0.00222281	0.00111545	0.00283874	0.000616524	0.000876863	0.00160417	0.00118311	0.000714602	0.000550281	0.00194963	0.000947869	0.00071726	0.000366061	0.000811661	0.000671312	5.92661e-05	0.000194687	1.19766e-05	0.000423918	0.000232852	0.00076668	0.00159226	0.000815939	0.000721966	0.0011159	0.00135753	0.000548041	8.17382e-05	0	0.00025515	0.000202693	0.00207664	0.00016036	0.000641831	0.000476015	0.00254584	0.000847162	0.00114836	0.00065507	0.000195903	0.00309392	0.000470474	0.00105729	0.000721397	0.000150706	0.00121404	0.00146641	0.0010692	0.000105838	0.000477093	0.000414784	0.000921175	0.000196849	0.000625541	0.00167708	9.42121e-05	0	0.000937013	0.00113615	0.000340871	0.000543504	0.000331357	0.00015364	0.000535972	0.000227372	0.00320869	0.00100691	0.000771516	0.000243194	0.00021378	0.000342098	0.00187583	0.00022514	0.00394559	0.000340484	0.00121108	0.00120897	0.00101325	0.00269894	0.00206842	0.000498936	0.000248812	0.000333532	0.00117516	0.000195037	0.000145852	0.00124819	0.00069168	0.00172253	0.00226498	0.00217384	0.000656485	0.00125278	0.000322456	0.000788269	0.000243487	0.00104838	0.00024514	0.00110288	0	0.000350329	0.000116391	0.000425474	0.00064299	0.000994962	0.000729199
PWY-5918: superpathway of heme b biosynthesis from glutamate	6.84276e-05	0	3.38628e-05	0.00247917	0.000211993	0.00197018	0.00343912	0.00116856	0.000480933	0.000110425	0.000212884	0	0	6.07867e-05	0	0.00109106	0.000357885	6.15855e-05	0	0	3.00669e-05	0.000405625	2.24453e-05	0	0.000182691	0.000110871	0	0.000179471	0.000128576	0.000671316	0.00117874	0.000471421	4.01791e-05	6.17178e-05	5.82208e-05	0.00188186	0.000162856	0	0.000199269	5.70329e-05	0.000355113	0.000178447	0.000188875	0	0.00226168	0	3.92371e-05	0.000235888	0.00279267	0	0.000143495	0.000162487	0	0	0.00157348	0.00127074	0.00033635	0.000782653	0.000215677	0.00032258	0.00113513	0.000499549	0.000383159	0.00022453	0.00441359	0	0.000222191	4.30934e-05	0.000315227	0	0.0002415	0.0016546	0	0.000245563	0.000170988	0	0	0.000764584	8.41978e-05	0.000598402	0	0.000986367	0.0002721	0.000430117	0.000198231	0.000323525	0	0.000124159	0.000169586	1.88009e-05	7.53055e-05	0.000481835	0.000253989	0.000144255	0.00104612	0	0.000187302	0.00093657	4.79443e-05	0	0	0.000269321	0.000640764	4.82135e-05	0.000729547	0.000157195	0	8.9353e-05	0.000197905	0.000255326	0.000171098	0.000104138	0	0.000463709	0.000259445	0.000747967	0.000771884	0.000497527	2.65431e-05	0	0.00015474	0.000105199	0.00116778	3.05781e-05	0.000146642	0.000370235	0.00156	0	0.000360437	0.00428466	0.000200044	0.00189275	0.000532729	0.000245295	0.00016724	0.000114729	0.000710569	0.00114357	0.000990817	6.27977e-05	0.000231689	0.000344342	0.00103423	0.000305177	0.000170392	0.00121245	3.15258e-05	0	0.000296206	0.000106999	0	0	2.93966e-05	0.000282781	0.000116403	9.48278e-05	0.00235006	0.00121973	0.000975098	0.000383209	0	0.000310206	0.000998613	2.79118e-05	0.00253525	0.000417521	5.96286e-05	0.000524362	0	0.00254479	7.47416e-05	2.75128e-05	0	0.000162865	0.000811703	5.40435e-05	7.12539e-05	0.000159321	0.000176889	0.000115574	0.000143874	0.00125687	2.59045e-05	0.000793136	0.000156347	0.000279609	5.97448e-05	0.000599663	0.000113224	0.00127253	0	0.00022878	7.58977e-05	0	5.56361e-05	0.000878807	0.00027762
PWY-5920: superpathway of heme b biosynthesis from glycine	0	0	0	0.00205678	0	0.00148387	0.00278243	0.000384932	0.000291512	0	0	0	0	0	0	0.000598863	1.39197e-05	1.37808e-05	0	0	0	0.000189416	0	0	0	8.21988e-05	0	9.01849e-05	0	0.000440541	0.000871221	0.000288266	0	3.02006e-05	0	0.00133505	0.000123285	0	0.000110175	0	0.000117249	8.45799e-05	0.000107646	0	0.00136419	0	0	0.000105417	0.00212489	0	0	0	0	0	0.00118584	0.000821184	3.10194e-05	0.000535316	0	0.000156229	0.000754761	0.000239882	5.20288e-05	2.81574e-05	0.00196655	0	0.000140699	1.6026e-05	0.000181585	0	0.000139345	0.00132828	0	7.94518e-05	5.38278e-05	0	0	0.000510683	4.79836e-05	0.000350553	0	0.000387498	0.000142028	0	0.000103098	0.000196749	0	0	4.13631e-05	0	0	0.000217544	0.000145158	9.04767e-05	0	0	0.00011254	0.000435604	0	0	0	0.000183415	0.000395063	0	0.000526265	0	0	0	0	0.00016091	0	1.5156e-05	0	0.000222649	0.000141575	0.000493505	0.000509856	0.000296734	0	0	6.12164e-05	4.98673e-05	0.000962729	0	7.07475e-05	0.000216031	0.00119426	0	0.000268897	0.000433768	6.99801e-05	0.0015593	0.000327819	0.000148434	9.91751e-05	0	0.000265668	0.000753178	0.000619434	1.29281e-05	9.38233e-05	0.000211294	0.000636093	5.77097e-05	0.000101036	0.000815422	0	0	0.000129116	0	0	0	1.40413e-05	0.000105891	2.93621e-05	4.10183e-05	0.00190009	0.000949017	0.000260494	0.000250407	0	0.000184541	0.000699779	1.34449e-05	0.0017316	0.000213219	0	9.98172e-05	0	0.00185259	3.35408e-05	1.37755e-05	0	8.22681e-05	0.000559082	0	0	1.76666e-05	9.08656e-05	5.20878e-05	6.62338e-05	0.000820926	0	0.000481842	0	0.000151104	3.60081e-05	0.000385912	5.77959e-05	0.000891888	0	0.000104309	3.19216e-05	0	3.27766e-05	0.000541117	0.000138476
