ko	name	level1	level2	level3	_feature_id
K02217	ftnA, ftn; ferritin [EC:1.16.3.2]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K02217
K02221	yggT; YggT family protein	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02221
K02224	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02224
K02226	cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02226
K02227	cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02227
K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02230
K02231	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02231
K02232	cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02232
K02233	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02233
K02236	comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02236
K02237	comEA; competence protein ComEA	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02237
K02238	comEC; competence protein ComEC	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02238
K02240	comFA; competence protein ComFA	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02240
K02241	comFB; competence protein ComFB	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02241
K02243	comGA; competence protein ComGA	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02243
K02244	comGB; competence protein ComGB	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02244
K02245	comGC; competence protein ComGC	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02245
K02246	comGD; competence protein ComGD	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02246
K02248	comGF; competence protein ComGF	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02248
K02255	ftnB; ferritin-like protein 2	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99994 Others	K02255
K02257	COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02257
K02259	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02259
K02262	COX3; cytochrome c oxidase subunit 3	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02262
K02278	cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K02278
K02279	cpaB, rcpC; pilus assembly protein CpaB	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02279
K02282	cpaE, tadZ; pilus assembly protein CpaE	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02282
K02283	cpaF, tadA; pilus assembly protein CpaF	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K02283
K02297	cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02297
K02298	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02298
K02299	cyoC; cytochrome o ubiquinol oxidase subunit III	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02299
K02300	cyoD; cytochrome o ubiquinol oxidase subunit IV	09100 Metabolism	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02300
K02302	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02302
K02304	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02304
K02313	dnaA; chromosomal replication initiator protein	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02313
K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]	09120 Genetic Information Processing	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	K02314
K02315	dnaC; DNA replication protein DnaC	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03032 DNA replication proteins [BR:ko03032]	K02315
K02316	dnaG; DNA primase [EC:2.7.7.101]	09120 Genetic Information Processing	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	K02316
K02317	dnaT; DNA replication protein DnaT	09120 Genetic Information Processing	09124 Replication and repair	03440 Homologous recombination [PATH:ko03440]	K02317
K02334	dpo; DNA polymerase bacteriophage-type [EC:2.7.7.7]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K02334
K02335	polA; DNA polymerase I [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02335
K02336	polB; DNA polymerase II [EC:2.7.7.7]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K02336
K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02337
K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02338
K02339	holC; DNA polymerase III subunit chi [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02339
K02340	holA; DNA polymerase III subunit delta [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02340
K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02341
K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02342
K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02343
K02344	holD; DNA polymerase III subunit psi [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02344
K02345	holE; DNA polymerase III subunit theta [EC:2.7.7.7]	09100 Metabolism	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K02345
K02346	dinB; DNA polymerase IV [EC:2.7.7.7]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K02346
K02348	elaA; ElaA protein	09190 Not Included in Pathway or Brite	09194 Poorly characterized	99996 General function prediction only	K02348
K02355	fusA, GFM, EFG; elongation factor G	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K02355
K02356	efp; elongation factor P	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K02356
K02357	tsf, TSFM; elongation factor Ts	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K02357
K02358	tuf, TUFM; elongation factor Tu	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K02358
K02361	entC; isochorismate synthase [EC:5.4.4.2]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K02361
K02362	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]	09100 Metabolism	09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	K02362
K02363	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]	09100 Metabolism	09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	K02363
K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]	09100 Metabolism	09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	K02364
K02371	fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	09100 Metabolism	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	K02371
K02372	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	09100 Metabolism	09103 Lipid metabolism	00061 Fatty acid biosynthesis [PATH:ko00061]	K02372
K02377	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]	09100 Metabolism	09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K02377
K02379	fdhD; FdhD protein	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K02379
K02380	fdhE; FdhE protein	09190 Not Included in Pathway or Brite	09192 Unclassified: genetic information processing	99975 Protein processing	K02380
K02381	fdrA; FdrA protein	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K02381
K02385	flbD; flagellar protein FlbD	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02035 Bacterial motility proteins [BR:ko02035]	K02385
K02386	flgA; flagella basal body P-ring formation protein FlgA	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02386
K02387	flgB; flagellar basal-body rod protein FlgB	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02387
K02388	flgC; flagellar basal-body rod protein FlgC	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02388
K02389	flgD; flagellar basal-body rod modification protein FlgD	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02389
K02390	flgE; flagellar hook protein FlgE	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02390
K02391	flgF; flagellar basal-body rod protein FlgF	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02391
K02392	flgG; flagellar basal-body rod protein FlgG	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02392
K02393	flgH; flagellar L-ring protein precursor FlgH	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02393
K02394	flgI; flagellar P-ring protein precursor FlgI	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02394
K02395	flgJ; flagellar protein FlgJ	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02035 Bacterial motility proteins [BR:ko02035]	K02395
K02396	flgK; flagellar hook-associated protein 1 FlgK	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02396
K02397	flgL; flagellar hook-associated protein 3 FlgL	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02397
K02398	flgM; negative regulator of flagellin synthesis FlgM	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02398
K02399	flgN; flagella synthesis protein FlgN	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02399
K02400	flhA; flagellar biosynthesis protein FlhA	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02400
K02401	flhB; flagellar biosynthetic protein FlhB	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02401
K02402	flhC; flagellar transcriptional activator FlhC	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02402
K02403	flhD; flagellar transcriptional activator FlhD	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02403
K02404	flhF; flagellar biosynthesis protein FlhF	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02035 Bacterial motility proteins [BR:ko02035]	K02404
K02405	fliA; RNA polymerase sigma factor for flagellar operon FliA	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02405
K02406	fliC; flagellin	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02406
K02407	fliD; flagellar hook-associated protein 2	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02407
K02408	fliE; flagellar hook-basal body complex protein FliE	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02408
K02409	fliF; flagellar M-ring protein FliF	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02409
K02410	fliG; flagellar motor switch protein FliG	09140 Cellular Processes	09142 Cell motility	02030 Bacterial chemotaxis [PATH:ko02030]	K02410
K02411	fliH; flagellar assembly protein FliH	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02411
K02412	fliI; flagellum-specific ATP synthase [EC:3.6.3.50]	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02412
K02413	fliJ; flagellar FliJ protein	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02413
K02414	fliK; flagellar hook-length control protein FliK	09140 Cellular Processes	09142 Cell motility	02040 Flagellar assembly [PATH:ko02040]	K02414
